person_age,person_education,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,male,female,rent,mortage,own,other_ownership,education,medical,venture,personal,debtconsolidation,homeimprovement,loan_status
0.039713957716093,1,0.0957365419899005,-0.0675287278794082,0.705225473691893,1.4156863717192534,0.2370040063816039,0.3118939444639727,-2.085714134673329,0,1,0,1,0,0,0,1,0,0,0,0,0,1
-0.9568352718231026,1,-0.0881774224960924,-0.8120374955724563,-0.7627290272335057,-1.2399877284472316,-0.8027657799784954,-0.7424335400320372,-0.5915871035839612,1,1,0,0,1,0,0,1,0,0,0,0,0,0
-0.6246521953100374,0,-0.3168548346331009,-0.5662442564124733,-0.5642118968753123,-0.1560147230293164,-0.3406458749295624,-0.7424335400320372,-0.1765518171702479,1,0,1,1,0,0,0,1,0,0,0,0,0,0
0.2058054959726256,2,-0.2137443764302884,0.7636638196757002,-1.2262057082901003,0.1688579480336623,-1.2648856850274286,0.2958620549138394,0.3422422908468936,1,1,0,0,1,0,0,0,0,0,1,0,0,0
0.0870170741509321,0,2.0025696856361104,-0.4000057469014516,2.1412679202493483,0.4118838272266164,-0.4561758511917956,0.8150098523867777,0.010214061715923,1,1,0,0,0,1,0,1,0,0,0,0,0,0
-0.1263775805404395,2,-0.5554644482672864,-0.4000057469014516,-1.049937516544997,-1.102625274990345,-0.6872358037162623,0.2958620549138394,0.6742705199778642,0,0,1,1,0,0,0,1,0,0,0,0,0,1
-0.4585606570535047,1,-0.8212038017500967,-0.8987212754345167,-0.9861134078091098,-0.000203533144045,1.16124381647947,-1.0020074387685065,-0.902863568394246,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0.870171648998756,3,0.2505766970744962,1.0961408386977436,1.8221473765699137,0.2463444602401117,0.8146538876927701,0.2958620549138394,-0.9236153327149318,0,0,1,1,0,0,0,0,0,0,0,1,0,1
-0.9568352718231026,2,-0.1340998346881838,-0.8987212754345167,-0.331916293266269,-0.4499893415511797,-0.3406458749295624,-0.7361060029416134,0.9232916918260922,1,1,0,0,1,0,0,0,0,0,1,0,0,0
0.2058054959726256,1,0.1223054925444565,0.4311868006536568,0.3063247940925999,0.2463444602401117,-0.1095859224050958,1.074583751123247,0.3422422908468936,0,1,0,1,0,0,0,0,0,0,0,0,1,0
-0.6246521953100374,2,0.1334340445356472,-0.732482765923495,-0.6661950627704767,-0.6623610010900649,-0.9205455972974556,-0.4828596412955681,0.944043456146778,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1.7273680605935458,0,-0.5969877799970145,1.7610948767418302,-0.6989049184976187,0.8521481011268958,0.2370040063816039,2.3724532448055924,-2.1272176633147004,1,0,1,1,0,0,0,0,0,1,0,0,0,0
-0.2924691187969722,2,-0.123008668649931,0.0987097816316134,-0.54075529035025,0.3660963427409877,-0.571705827454029,-0.4828596412955681,0.7987811059019783,0,1,0,1,0,0,0,0,0,0,0,0,1,0
-0.2924691187969722,3,0.6431042789541417,-0.0675287278794082,1.6625871047301966,-0.0917785021153031,0.1214740301193705,-0.4828596412955681,0.134724647640037,0,0,1,0,1,0,0,0,1,0,0,0,0,0
-0.6246521953100374,0,-0.1810067436409739,-0.6190591868329208,-0.2521361573464104,-0.422857236088313,-0.2251158986673292,-0.4828596412955681,-0.1558000528495622,0,1,0,1,0,0,0,0,1,0,0,0,0,0
-0.7907437335665699,0,-0.2060304081407621,-0.8987212754345167,0.0696969109542992,1.0916518661286476,0.2370040063816039,-0.7424335400320372,-0.3487316781171479,0,0,1,0,1,0,0,0,0,0,1,0,0,1
-0.7907437335665699,2,-0.2387805029143893,-0.8987212754345167,0.5456652018521758,0.4083617130354142,0.8146538876927701,-0.7424335400320372,0.5912634626951216,1,1,0,1,0,0,0,0,1,0,0,0,0,0
-0.2924691187969722,1,-0.4485530848491176,-0.5662442564124733,-0.5712567010258449,-0.4122908935147065,0.0059440538571375,-0.5409699031403419,-0.5085800463012186,1,0,1,1,0,0,0,0,0,0,0,1,0,0
-0.4585606570535047,0,-0.4985879518643813,-0.8987212754345167,0.066984386333024,-1.2329435000648274,1.276773792741703,-0.4828596412955681,-1.4424094407320731,0,1,0,1,0,0,0,0,0,1,0,0,0,0
-0.6246521953100374,2,0.236664059900459,-0.732482765923495,1.0243460173713277,-1.7049068016859268,0.2370040063816039,-0.4828596412955681,-1.5461682623355018,1,0,1,0,0,1,0,0,0,1,0,0,0,0
0.2058054959726256,2,-0.1469481405145192,-0.2337672373904299,-1.049937516544997,-1.09558104660794,-1.149355708765195,0.0362881561773702,1.4835893284846051,0,1,0,1,0,0,0,0,0,0,0,1,0,1
-0.2924691187969722,1,-0.4579743449894761,-0.2337672373904299,-0.1883120486105235,2.204639950548554,0.5835939351683037,-0.4828596412955681,1.0893058063915777,0,0,1,1,0,0,0,0,0,0,0,1,0,1
1.700629340281419,2,-0.5409462365430566,1.5948563672308085,0.0610995105648887,0.0737608648712021,1.50783374526617,2.891601042278531,-0.7160976895080752,0,0,1,0,1,0,0,0,0,0,1,0,0,0
0.2058054959726256,3,0.1077997428045394,0.1418248194105344,-1.1297176524648551,1.1761826067175014,-1.2648856850274286,0.8150098523867777,0.3422422908468936,0,1,0,1,0,0,0,0,0,0,0,1,0,0
-0.6246521953100374,1,0.2674626858181282,-0.6185407497278234,0.3861049300124585,-1.4442703515369613,-0.2251158986673292,-1.0020074387685065,0.6742705199778642,0,1,0,1,0,0,0,0,0,0,0,1,0,0
-0.9568352718231026,0,-0.5425662945037003,-0.8987212754345167,0.5855552698121052,-0.0072477615264493,2.5476035316262693,-0.4828596412955681,0.134724647640037,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0.7040801107422234,2,-0.5881148471664123,1.0961408386977436,-0.5712567010258449,0.6056001077427395,0.4680639589060704,-0.2232857425590989,1.3175752139191197,1,1,0,1,0,0,0,1,0,0,0,0,0,0
0.039713957716093,3,-0.1665882277912454,-0.4000057469014516,-0.7627290272335057,-1.838747140951612,-0.8027657799784954,0.0362881561773702,1.5043410928052907,1,0,1,0,1,0,0,0,0,0,1,0,0,0
-0.2924691187969722,2,0.9892234312535026,-0.8987212754345167,0.2584567125406847,-0.1268089900342027,-0.7859653574679448,-0.4828596412955681,1.919376379219004,0,0,1,0,1,0,0,0,1,0,0,0,0,0
-0.4585606570535047,2,-0.6121914008584396,-0.732482765923495,-1.209497788384714,-0.0072477615264493,-0.9182957562407288,-0.7424335400320372,0.9025399275054066,0,1,0,0,0,1,0,0,0,1,0,0,0,0
3.361544722846745,1,0.0559952740168803,3.75595699087409,1.917883539673744,-1.2329435000648274,1.276773792741703,1.334157649859716,0.6535187556571785,1,1,0,0,1,0,0,0,0,0,0,0,1,0
0.2058054959726256,1,0.1328607932572656,0.4311868006536568,0.066984386333024,-1.9690653660260944,-0.3406458749295624,0.4936649377786307,0.3007387622055223,1,0,1,0,1,0,0,0,1,0,0,0,0,0
0.870171648998756,1,0.0773551151287513,1.0961408386977436,-0.2521361573464104,0.0321425626746461,-0.571705827454029,1.074583751123247,1.711858736012147,0,1,0,0,1,0,0,1,0,0,0,0,0,0
0.7040801107422234,1,0.1089462453613027,0.4311868006536568,-0.1723560214265518,-1.3104300122712764,-0.4561758511917956,1.074583751123247,0.2384834692434653,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1.700629340281419,0,-0.0912181466683774,1.5948563672308085,-0.5712567010258449,1.3910315723808382,-0.6872358037162623,1.334157649859716,-1.089629447280417,0,1,0,0,0,1,0,0,0,0,1,0,0,0
-0.7907437335665699,1,-0.0907515037714204,-0.8987212754345167,0.066984386333024,-0.3876360941762908,-0.2251158986673292,-0.4828596412955681,-0.3721217435291414,1,0,1,1,0,0,0,0,1,0,0,0,0,0
-0.9568352718231026,2,-0.4417479651811422,-0.8987212754345167,0.0031602775971371,1.3065008317919844,0.6991239114305371,-1.0020074387685065,-0.9443670970356176,1,1,0,1,0,0,0,0,1,0,0,0,0,0
0.2058054959726256,3,1.0314570960890517,0.1222517923869989,0.2265446581727413,0.2886098305345383,-0.8027657799784954,0.2958620549138394,0.9025399275054066,0,1,0,0,1,0,0,0,0,1,0,0,0,0
-0.4585606570535047,0,0.0645480896254515,-0.8987212754345167,0.066984386333024,0.3449636575937741,-0.2402135826090769,-0.4828596412955681,-2.064962370352643,0,1,0,0,1,0,0,0,0,0,0,0,1,0
-0.2924691187969722,3,-0.1704888288811028,-0.4000057469014516,0.4658850659323172,-0.5672639179276048,0.5835939351683037,-1.0020074387685065,0.8402846345433496,1,1,0,0,1,0,0,0,1,0,0,0,0,0
0.3718970342291582,0,-0.089274077115605,0.5974253101646785,-0.5712567010258449,0.6056001077427395,-0.6872358037162623,0.0362881561773702,1.255319920957063,1,0,1,0,1,0,0,0,0,0,0,1,0,0
0.5379885724856908,2,-0.1987152233492404,-0.0675287278794082,0.0031602775971371,-0.8631215099885924,0.1214740301193705,0.4454810179238359,1.587348150088033,0,1,0,1,0,0,0,0,0,0,0,0,1,0
-0.1263775805404395,2,-0.3055393528772206,-0.2337672373904299,-1.369058060224431,1.8594727598107348,-1.380415661289662,0.8150098523867777,0.5497599340537502,0,0,1,0,1,0,0,1,0,0,0,0,0,0
-0.9568352718231026,2,-0.6142476282700258,-0.8987212754345167,-0.5991797485977954,1.1480056931878837,0.5835939351683037,-1.0020074387685065,0.2064856773713045,0,0,1,1,0,0,0,1,0,0,0,0,0,0
2.364995493307549,1,-0.6821529807896203,2.0935718957638736,-1.209497788384714,0.2273936145533065,-0.6872358037162623,1.8533054473326545,1.670355207370776,0,0,1,1,0,0,0,0,0,0,1,0,0,0
0.3718970342291582,1,0.1362504529903046,0.0987097816316134,0.2584567125406847,0.7570510179644356,-0.2251158986673292,-0.2232857425590989,-0.2803106387736762,1,1,0,1,0,0,0,0,1,0,0,0,0,0
-0.1263775805404395,2,2.41892458152153,-0.2337672373904299,-0.5586514395505072,-1.3456511541832987,-1.380415661289662,0.0362881561773702,0.5319479185726832,0,0,1,0,1,0,0,0,0,1,0,0,0,0
2.032812416794484,0,0.8054091626420108,1.927333386252852,0.3861049300124585,-1.831702912569208,-0.6872358037162623,1.5937315485961852,-1.317898854807959,1,1,0,0,1,0,0,0,1,0,0,0,0,0
-0.9568352718231026,3,-0.3098885854023332,-0.8987212754345167,-0.7308169728655621,0.4964145678154701,-0.571705827454029,-0.720132225509942,0.9232916918260922,1,1,0,1,0,0,0,0,0,1,0,0,0,0
-0.6246521953100374,0,-0.1265977201319724,0.0987097816316134,0.1467645222528827,-1.546411663081826,0.1214740301193705,-0.7424335400320372,-1.5046647336941303,1,0,1,0,1,0,0,0,0,0,0,0,1,0
-0.1263775805404395,2,-0.1648809359404132,-0.5662442564124733,-0.331916293266269,0.4259722839914256,-0.3406458749295624,0.0362881561773702,0.134724647640037,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1.0362631872552883,2,1.9279847095249387,1.0961408386977436,-0.5712567010258449,1.1480056931878837,-1.2648856850274286,0.5554359536503086,-2.396990599483614,1,1,0,0,1,0,0,0,0,1,0,0,0,0
-0.7907437335665699,0,-0.6333518502213082,-0.5662442564124733,0.4259949979723879,0.7570510179644356,3.240783389199669,-0.4828596412955681,0.259235233564151,0,1,0,1,0,0,0,1,0,0,0,0,0,1
1.700629340281419,0,-0.327372749392972,1.927333386252852,-0.4116964291861277,-0.4404678070443245,-0.0939710045347871,1.5937315485961852,0.8402846345433496,1,1,0,0,0,1,0,0,0,1,0,0,0,0
-0.4585606570535047,1,-0.5677145788466149,-0.2337672373904299,-0.4934387357340543,1.2360585479679391,0.5835939351683037,-1.0020074387685065,-0.0312894669254482,0,0,1,1,0,0,0,0,1,0,0,0,0,0
0.5379885724856908,2,1.0300738158303482,0.4602852300962355,0.066984386333024,-1.3632617251393102,-0.9182957562407288,0.0362881561773702,-0.9651188613563032,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1.0362631872552883,2,-0.2419458469298007,0.7636638196757002,0.3861049300124585,0.1547694912688531,0.6991239114305371,0.8150098523867777,0.213003534988141,1,0,1,1,0,0,0,0,0,1,0,0,0,0
-1.122926810079635,0,-0.5081462938321789,-0.8987212754345167,0.8647857455316104,0.042061837150382,2.778663484150736,-0.7424335400320372,0.134724647640037,0,1,0,1,0,0,0,0,0,0,0,1,0,1
-0.4585606570535047,0,-0.165379415312919,-0.8987212754345167,0.4658850659323172,0.0174070378119663,0.5835939351683037,-1.0020074387685065,1.0270505134295205,0,0,1,0,1,0,0,0,0,1,0,0,0,0
-0.7907437335665699,1,-0.5440991185741554,-0.8987212754345167,0.066984386333024,0.1653358338424602,1.5156706217196176,-0.4828596412955681,-0.7368494538287608,0,1,0,1,0,0,0,0,0,0,1,0,0,1
-0.4585606570535047,0,-0.541457177899875,-0.2337672373904299,-1.2943258293157225,1.3945536865720405,-1.149355708765195,-0.4828596412955681,-0.4664571565299146,1,0,1,1,0,0,0,0,0,0,1,0,0,0
-0.6246521953100374,0,0.0579891915069033,-0.5662442564124733,0.066984386333024,-0.000203533144045,-0.2251158986673292,-0.4828596412955681,-0.109071852099864,0,0,1,1,0,0,0,0,0,1,0,0,0,0
-0.2924691187969722,2,-0.4217224326239961,-0.5662442564124733,0.6094893105880628,-0.3594591806466729,1.7388936977906362,-1.0020074387685065,0.1139728833193513,0,1,0,1,0,0,0,1,0,0,0,0,0,1
-0.7907437335665699,0,0.1212462238778818,-0.732482765923495,2.3384844162432388,1.5812257387057589,1.50783374526617,-1.0020074387685065,-0.7160976895080752,0,0,1,1,0,0,0,0,0,0,0,1,0,1
-0.2924691187969722,2,0.1375714233274448,0.0987097816316134,-0.2127183815583035,1.376943115616029,-0.571705827454029,-0.2232857425590989,-0.8821118040735605,1,0,1,0,1,0,0,0,0,1,0,0,0,0
0.039713957716093,2,0.2841617447970705,0.4311868006536568,1.642291474449803,-0.1657429001305503,0.5835939351683037,0.8150098523867777,0.5032419867755629,0,1,0,0,1,0,0,0,1,0,0,0,0,0
-1.122926810079635,0,-0.8416788419757699,-0.8987212754345167,-1.2733218971206008,1.3135450601743888,-0.1095859224050958,-0.7424335400320372,0.1554764119607226,0,0,1,0,0,1,0,0,0,1,0,0,0,1
0.8187140899051183,0,-0.5036101315423767,0.929902329186722,-0.9861134078091098,-0.000203533144045,-0.571705827454029,-0.2232857425590989,-0.0935447598875052,0,0,1,1,0,0,0,0,0,1,0,0,0,1
3.02936164633368,1,-0.0986330273344003,2.426048914785917,-1.1297176524648551,-1.1061473891815468,-1.2451059279486651,1.8533054473326545,0.7365258129399213,0,0,1,0,1,0,0,0,0,0,0,1,0,0
-0.4585606570535047,1,0.4036597123710091,-0.0675287278794082,0.3861049300124585,2.028534240988442,-0.3406458749295624,-0.4828596412955681,0.5497599340537502,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1.2023547255118212,1,0.1831947478960327,1.0961408386977436,2.460388463928783,-0.1375659866009324,1.3967806718218578,1.5937315485961852,0.5290081697330646,1,1,0,0,1,0,0,0,0,0,0,0,1,0
0.2058054959726256,0,-0.1156187119525334,0.0987097816316134,0.705225473691893,0.2886098305345383,0.6991239114305371,0.5554359536503086,0.6742705199778642,1,1,0,0,0,0,1,0,0,0,0,0,1,0
-0.2924691187969722,2,0.4394505313169213,-0.4000057469014516,-0.7308169728655621,0.5879895367867282,-1.149355708765195,-0.7424335400320372,-1.1933882688838453,1,0,1,0,1,0,0,0,0,0,1,0,0,0
0.2058054959726256,0,-0.7156632566063187,0.0987097816316134,-0.4116964291861277,-0.0072477615264493,1.969953650315103,-0.2232857425590989,-0.4048212246977902,0,1,0,1,0,0,0,0,0,1,0,0,0,1
-0.4585606570535047,0,-0.5791796044142469,-0.5662442564124733,-0.403292246313398,-0.4404678070443245,0.8146538876927701,-0.4828596412955681,0.446001112450322,1,1,0,1,0,0,0,0,1,0,0,0,0,0
-0.7907437335665699,3,-0.0879655687627774,-0.2337672373904299,-0.7308169728655621,-0.000203533144045,-0.8027657799784954,-1.0020074387685065,-0.1973035814909335,0,1,0,0,1,0,0,0,1,0,0,0,0,0
-0.6246521953100374,1,-0.1627748605915765,0.0987097816316134,-0.5712567010258449,-1.0603599046959178,-0.571705827454029,-0.7142212514326893,0.5290081697330646,1,0,1,0,1,0,0,0,0,1,0,0,0,0
0.039713957716093,0,2.13885394607918,0.4311868006536568,0.8647857455316104,1.348766202086411,-0.9182957562407288,0.5554359536503086,-0.2388071101323049,1,1,0,0,1,0,0,0,0,0,0,0,1,0
0.5379885724856908,2,0.1774373111435914,0.4311868006536568,-0.2521361573464104,-0.4052466651323022,-0.6872358037162623,0.2958620549138394,0.3837458194882649,1,1,0,0,1,0,0,1,0,0,0,0,0,0
-0.1263775805404395,1,0.3013842071171438,0.2649482911426351,-0.5712567010258449,-0.0573915889864371,-0.9182957562407288,0.8150098523867777,-0.1765518171702479,1,0,1,1,0,0,0,1,0,0,0,0,0,0
0.3718970342291582,0,1.6291712496763724,0.2649482911426351,0.8585008783398299,0.0737608648712021,-0.8027657799784954,0.5554359536503086,-0.4383743856242602,1,1,0,0,1,0,0,0,0,0,0,0,1,0
-0.1682267634070404,0,0.2859438085537785,0.0987097816316134,0.3861049300124585,1.2818460324535688,-0.2251158986673292,-0.4828596412955681,-0.1973035814909335,1,0,1,0,1,0,0,1,0,0,0,0,0,0
-0.4585606570535047,2,0.7273971408448624,-0.2337672373904299,1.5030268328904792,0.8732807862741094,0.0059440538571375,-0.4828596412955681,0.8195328702226639,0,1,0,0,1,0,0,0,0,0,0,1,0,0
-0.6246521953100374,0,-0.463395308165476,-0.732482765923495,-1.049937516544997,-0.0953006163065052,-0.8027657799784954,-1.0020074387685065,-1.276395326166588,1,1,0,1,0,0,0,0,0,0,0,1,0,0
2.863270108077147,4,0.132424623806323,2.259810405274896,0.0491287504830386,1.1480056931878837,-0.3406458749295624,2.891601042278531,1.255319920957063,0,0,1,0,1,0,0,1,0,0,0,0,0,0
-0.6246521953100374,0,-0.2412604377926053,-0.8987212754345167,0.3629750792393962,-1.9690653660260944,0.6991239114305371,-1.0020074387685065,-0.4463247533391615,1,1,0,0,1,0,0,0,1,0,0,0,0,0
-0.9568352718231026,1,-0.4190057200438398,-0.8987212754345167,-1.049937516544997,-0.2573178691018083,-0.9182957562407288,-0.74120427378176,0.446001112450322,1,1,0,1,0,0,0,1,0,0,0,0,0,0
-0.4585606570535047,2,0.1851388174488051,-0.732482765923495,-0.1883120486105235,0.8697586720829072,-0.571705827454029,-0.7424335400320372,-2.0027070773905864,1,1,0,1,0,0,0,0,0,0,0,1,0,0
-0.1263775805404395,0,-0.3649954800328428,-0.4000057469014516,0.3861049300124585,1.7573314482658704,1.16124381647947,-0.2232857425590989,-0.1142965242081909,0,1,0,1,0,0,0,0,0,0,0,1,0,1
-0.1263775805404395,2,1.7966852428069269,-0.0675287278794082,0.066984386333024,0.2463444602401117,-1.149355708765195,0.0362881561773702,1.4835893284846051,0,1,0,0,1,0,0,0,0,1,0,0,0,0
-0.7907437335665699,3,-0.3038071370577632,-0.8987212754345167,1.222838995539936,-0.3066274677786392,1.9441468982640324,-0.7424335400320372,0.2037903798569967,0,1,0,1,0,0,0,0,0,0,0,1,0,1
-0.8226557075479191,2,-0.0696147127068952,-0.8987212754345167,0.4658850659323172,0.1653358338424602,0.2370040063816039,-0.4828596412955681,0.4044975838089506,1,0,1,1,0,0,0,1,0,0,0,0,0,0
-0.1263775805404395,2,-0.3701173555853393,0.5974253101646785,-0.8105971087854208,-1.2399877284472316,-0.571705827454029,-0.2232857425590989,0.5495243488386838,0,0,1,0,0,1,0,0,0,1,0,0,0,0
0.2058054959726256,2,-0.585784456099948,0.0987097816316134,-0.7308169728655621,-1.497102064404995,0.1214740301193705,0.8150098523867777,0.8610363988640352,1,0,1,1,0,0,0,0,0,0,1,0,0,0
0.039713957716093,3,-0.1845833331387026,-0.0675287278794082,0.066984386333024,1.92991504363478,0.1240644863738653,0.2958620549138394,1.7533622646535187,0,0,1,1,0,0,0,1,0,0,0,0,0,1
-0.7907437335665699,3,-0.0152374283141899,-0.8987212754345167,0.5137531474842324,-0.9265195654302324,0.2370040063816039,-1.0020074387685065,0.2799869978848366,1,1,0,0,1,0,0,0,0,0,1,0,0,0
1.700629340281419,0,0.2525830765488318,1.428617857719787,-1.0468453740406458,0.4788039968594587,-1.2648856850274286,1.334157649859716,0.632766991336493,1,1,0,1,0,0,0,0,0,0,0,0,1,0
-0.6246521953100374,0,-0.4049984496764285,-0.5662442564124733,-1.3371460058564877,-0.000203533144045,-1.2648856850274286,-1.0020074387685065,0.7157740486192355,1,1,0,0,1,0,0,0,0,1,0,0,0,0
-0.9568352718231026,1,-0.4075905424134584,-0.8987212754345167,-1.209497788384714,1.348766202086411,-1.149355708765195,-1.0020074387685065,-0.6330906322253325,0,1,0,1,0,0,0,0,0,0,0,1,0,1
-0.6246521953100374,1,0.149871401844024,-0.8987212754345167,-0.5712567010258449,-0.7433696274877165,-0.8027657799784954,-0.7424335400320372,0.259235233564151,1,0,1,0,1,0,0,0,0,0,0,1,0,0
0.870171648998756,1,-0.6885085927890685,0.5974253101646785,-0.9502123466451734,-0.0924788431576936,0.0059440538571375,0.4401818611022968,-0.4463247533391615,1,1,0,1,0,0,0,0,1,0,0,0,0,0
0.5379885724856908,2,-0.2813755652950048,1.2623793482087653,-0.5712567010258449,-1.416093438007343,-0.4561758511917956,0.2958620549138394,0.3629940551675793,1,0,1,1,0,0,0,0,0,1,0,0,0,0
-0.9568352718231026,0,-0.4028051404374032,-0.8028004627698202,0.066984386333024,-0.000203533144045,0.8146538876927701,-0.7424335400320372,-1.317898854807959,0,1,0,1,0,0,0,1,0,0,0,0,0,1
-0.1263775805404395,1,-0.1793991476646429,-0.1836626028561741,-0.5712567010258449,0.8627144437005029,-0.571705827454029,0.2958620549138394,-1.0481259186390457,1,0,1,0,1,0,0,0,0,0,0,1,0,0
0.2740721695603803,1,-0.585398134586256,0.2649482911426351,-0.6350808097617319,-0.2102721757479642,0.3525339826438373,0.5554359536503086,0.69502228429855,1,0,1,0,0,1,0,0,0,1,0,0,0,0
-0.1263775805404395,1,-0.1209399792540322,0.4311868006536568,-0.8903772447052795,-0.3559370664554707,-0.9182957562407288,1.074583751123247,0.5705116983744359,1,0,1,1,0,0,0,1,0,0,0,0,0,0
-0.6246521953100374,0,0.4537195033548982,-0.5662442564124733,0.4933225765833179,-0.2620594567516289,-0.3474347385215616,-0.4828596412955681,0.259235233564151,1,0,1,0,1,0,0,0,0,1,0,0,0,0
-0.6246521953100374,2,-0.7543078699598262,-0.5662442564124733,-0.858465190337336,-0.000203533144045,0.8146538876927701,-1.0020074387685065,0.5912634626951216,0,1,0,1,0,0,0,1,0,0,0,0,0,1
-0.9568352718231026,2,-0.4137373188164173,-0.7951076238475177,0.1979726178935521,2.204639950548554,1.045713840217237,-0.7444232148015287,-0.1558000528495622,0,0,1,1,0,0,0,0,1,0,0,0,0,1
-0.9568352718231026,1,-0.0482492247583826,-0.8987212754345167,-0.7718239627283695,-0.3770697516026843,-0.9182957562407288,-0.4828596412955681,0.3007387622055223,1,1,0,0,1,0,0,0,0,0,0,1,0,0
-0.9568352718231026,0,-0.4272663605358309,-0.8987212754345167,-0.2521361573464104,0.5351578239186945,0.9301838639550036,-0.7167311503425338,-0.7368494538287608,1,0,1,1,0,0,0,0,0,1,0,0,0,0
0.3718970342291582,3,-0.0029514695299625,0.2649482911426351,-0.3749730249219626,-1.7049068016859268,-0.571705827454029,1.074583751123247,1.587348150088033,0,1,0,0,1,0,0,0,1,0,0,0,0,0
-0.1263775805404395,2,-0.4781004496543953,0.0987097816316134,-0.6386105354041627,-0.1023448446889096,-0.1063835859017724,0.2958620549138394,-0.9443670970356176,1,1,0,1,0,0,0,0,1,0,0,0,0,0
-0.6246521953100374,1,-0.4985754898800686,-0.8987212754345167,-0.6510368369457036,0.592616933577666,0.0059440538571375,-0.4828596412955681,-1.089629447280417,0,1,0,1,0,0,0,0,0,0,1,0,0,0
-0.7907437335665699,1,-0.2635172983768555,-0.8987212754345167,0.066984386333024,1.6234911090001851,0.3525339826438373,-1.0020074387685065,-0.5085800463012186,1,1,0,1,0,0,0,1,0,0,0,0,0,0
-0.9568352718231026,2,-0.3784793470591231,-0.732482765923495,-0.7308169728655621,-0.000203533144045,-0.4441279589092715,-1.0020074387685065,1.234568156636377,0,1,0,1,0,0,0,0,0,1,0,0,0,0
